customerid,churn,gender,seniorcitizen,partner,dependents,tenure,phoneservice,multiplelines,internetservice,onlinesecurity,onlinebackup,deviceprotection,techsupport,streamingtv,streamingmovies,contract,paperlessbilling,paymentmethod,charges_monthly,charges_total,charges_daily
3780-ddgse,No,male,1,1,1,35,1,0,dsl,0,1,0,1,1,1,month-to-month,1,electronic check,76.05,2747.2,2.53
3780-yvmfa,No,female,0,1,1,8,1,0,dsl,0,0,0,1,1,1,month-to-month,1,electronic check,68.55,564.35,2.28
3781-lipvo,No,female,0,1,0,7,1,1,fiber optic,0,0,0,0,1,0,month-to-month,1,electronic check,86.5,582.5,2.88
3785-ktysh,No,male,0,0,0,53,1,1,no,0,0,0,0,0,0,two year,0,mailed check,24.6,1279.0,0.82
3785-nrhyr,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.65,19.65,0.65
3786-wovkf,No,female,1,1,0,72,1,1,fiber optic,1,1,0,0,1,1,one year,1,bank transfer automatic,106.85,7677.4,3.56
3787-trial,No,male,0,1,1,21,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,26.05,565.75,0.87
3791-lgqcy,Sí,female,1,1,0,56,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,bank transfer automatic,100.65,5688.05,3.36
3793-mmfuh,Sí,female,1,0,0,13,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.05,1290.0,3.17
3794-nfnch,No,male,0,1,0,30,1,0,dsl,0,0,1,0,0,0,month-to-month,1,mailed check,50.0,1474.9,1.67
3795-cawex,No,male,0,1,1,70,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card automatic,116.55,8152.3,3.88
3795-gwtrd,No,female,0,1,1,63,1,0,dsl,1,1,1,1,1,0,two year,0,credit card automatic,75.55,4707.85,2.52
3796-enzgf,No,male,0,1,0,63,1,1,dsl,0,1,0,1,0,1,two year,0,mailed check,67.25,4234.15,2.24
3797-fkogq,No,male,0,0,1,11,1,1,fiber optic,0,0,0,0,0,1,month-to-month,0,electronic check,86.2,893.2,2.87
3797-vtidr,Sí,male,0,1,0,1,0,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,23.45,23.45,0.78
3798-epwrr,No,female,1,0,0,2,1,0,dsl,0,0,0,0,0,0,month-to-month,0,electronic check,43.95,85.1,1.46
3799-isuzq,Sí,male,0,1,1,7,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,69.95,529.5,2.33
3800-lytrk,No,female,0,0,0,14,1,0,dsl,1,0,0,1,0,0,one year,0,mailed check,55.7,795.15,1.86
3801-hmynl,Sí,male,0,1,1,1,1,0,fiber optic,0,0,0,0,1,1,month-to-month,0,mailed check,89.15,89.15,2.97
3803-kmqfw,Sí,female,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.55,20.55,0.68
3803-qhpwh,No,female,1,1,0,29,0,0,dsl,1,0,1,0,0,1,month-to-month,1,electronic check,45.0,1228.65,1.5
3804-rvtgv,Sí,male,0,1,1,50,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,bank transfer automatic,103.85,5017.9,3.46
3806-dxqom,Sí,female,0,0,0,4,0,0,dsl,1,1,0,0,0,0,month-to-month,1,electronic check,33.65,137.85,1.12
3806-yazov,No,female,0,0,0,3,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,18.8,56.0,0.63
3807-bpomj,No,female,0,1,0,55,1,0,fiber optic,1,0,0,0,1,1,one year,1,electronic check,94.75,5276.1,3.16
3807-xhcjh,No,female,0,1,1,1,1,0,no,0,0,0,0,0,0,month-to-month,0,electronic check,20.0,20.0,0.67
3808-hfkde,No,female,0,0,0,20,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.35,927.15,1.48
3810-dvdqq,No,female,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer automatic,117.6,8308.9,3.92
3810-pjuhr,No,male,0,1,1,70,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.35,1715.15,0.85
3811-vbybz,Sí,male,0,0,0,7,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,99.8,673.25,3.33
3812-lrzir,No,female,0,1,1,27,1,1,no,0,0,0,0,0,0,two year,0,electronic check,24.5,761.95,0.82
3813-dhbbb,No,male,0,1,0,67,0,0,dsl,1,1,0,1,0,1,two year,1,bank transfer automatic,50.95,3521.7,1.7
3814-mlaxc,Sí,female,0,0,0,31,1,1,fiber optic,0,0,0,1,0,0,month-to-month,1,credit card automatic,79.85,2404.15,2.66
3815-slmef,Sí,female,0,0,0,3,0,0,dsl,1,0,0,1,0,0,month-to-month,0,mailed check,34.25,139.35,1.14
3823-kynqy,No,male,0,0,0,12,1,1,no,0,0,0,0,0,0,one year,0,credit card automatic,24.95,280.4,0.83
3824-rhkvr,No,female,0,0,0,17,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,19.7,340.35,0.66
3831-ycpuo,No,female,0,1,1,72,1,0,fiber optic,1,1,1,1,1,1,two year,1,credit card automatic,109.5,7854.9,3.65
3834-xuifc,Sí,male,0,0,0,7,1,1,fiber optic,0,0,0,0,0,1,month-to-month,1,mailed check,85.2,602.55,2.84
3836-fzsdj,No,male,1,1,0,71,1,1,no,0,0,0,0,0,0,two year,0,bank transfer automatic,24.85,1901.0,0.83
3838-ozurd,Sí,male,0,1,0,66,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,credit card automatic,105.0,7133.25,3.5
3841-conlj,No,female,0,1,0,1,0,0,dsl,0,0,0,0,0,1,month-to-month,0,electronic check,35.0,35.0,1.17
3841-nfecx,No,female,1,1,0,71,1,1,fiber optic,1,1,1,1,0,0,two year,1,credit card automatic,96.35,6766.95,3.21
3842-iykue,Sí,female,0,0,0,35,1,1,fiber optic,0,1,0,1,0,0,month-to-month,0,credit card automatic,85.3,2917.5,2.84
3842-qtgdl,No,male,0,1,0,16,1,0,fiber optic,1,1,0,0,0,0,month-to-month,0,bank transfer automatic,80.75,1321.3,2.69
3845-fxcys,No,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,1,electronic check,19.65,31.2,0.65
3845-jhamy,No,female,0,1,1,16,0,0,dsl,0,0,0,0,0,1,month-to-month,1,credit card automatic,35.5,552.7,1.18
3847-baerp,No,female,0,0,0,10,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.9,247.0,0.7
3850-okinf,No,male,0,1,1,71,1,1,dsl,1,0,0,0,1,0,one year,1,electronic check,66.2,4692.55,2.21
3853-lygam,No,male,0,0,0,17,1,1,fiber optic,0,0,1,1,0,1,month-to-month,1,bank transfer automatic,95.65,1640.0,3.19
3855-oncar,No,female,0,1,1,4,1,0,fiber optic,0,0,0,0,1,0,month-to-month,1,mailed check,78.9,299.75,2.63
3858-vobet,Sí,male,0,0,0,23,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,74.95,1710.45,2.5
3858-xhyjo,No,female,0,1,0,40,1,1,fiber optic,1,0,1,0,1,1,one year,0,bank transfer automatic,105.75,4228.55,3.52
3859-cvcet,Sí,female,0,0,0,4,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.65,191.05,1.52
3863-iubjr,Sí,male,0,1,1,12,1,0,dsl,0,0,0,0,0,1,one year,0,credit card automatic,53.65,696.35,1.79
3863-qstyi,No,male,0,0,0,59,1,0,dsl,0,0,1,1,1,0,month-to-month,1,electronic check,64.65,3735.45,2.16
3865-qbwsj,No,male,1,0,1,38,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,mailed check,80.45,3162.65,2.68
3865-yiott,No,male,0,1,1,72,1,1,fiber optic,1,0,1,0,1,1,one year,1,bank transfer automatic,106.1,7848.5,3.54
3865-zfzib,No,male,0,0,0,19,1,0,no,0,0,0,0,0,0,two year,0,mailed check,19.65,358.15,0.65
3865-zykad,No,male,1,1,0,69,1,1,fiber optic,1,1,0,0,0,0,month-to-month,1,credit card automatic,84.9,5785.65,2.83
3866-mdtub,Sí,female,0,0,0,2,1,0,dsl,1,0,0,0,1,1,month-to-month,1,electronic check,70.75,146.9,2.36
3870-mqamg,Sí,female,0,1,0,54,1,1,fiber optic,0,1,1,1,1,1,one year,0,electronic check,110.35,5893.15,3.68
3870-spzsi,No,female,0,1,1,70,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card automatic,113.05,7869.05,3.77
3871-ikpyh,Sí,male,1,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,0,electronic check,69.1,69.1,2.3
3873-nftgi,No,male,0,0,0,14,1,1,dsl,0,1,0,0,0,0,month-to-month,1,credit card automatic,55.5,767.55,1.85
3873-wosbc,No,male,0,1,0,67,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,25.6,1784.9,0.85
3874-eqoep,Sí,male,0,0,0,7,1,1,fiber optic,0,0,0,0,1,1,month-to-month,0,mailed check,95.0,655.5,3.17
3877-jrjip,Sí,male,0,0,0,1,1,1,dsl,0,0,0,0,1,0,month-to-month,1,electronic check,59.85,59.85,2.0
3878-avsoq,No,female,1,0,0,1,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,71.25,71.25,2.38
3882-iyoij,No,female,0,1,1,60,1,1,fiber optic,1,1,1,1,1,1,two year,0,credit card automatic,115.25,6758.45,3.84
3884-hcswg,Sí,female,0,0,0,17,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,70.0,1144.5,2.33
3884-uebxb,No,female,0,1,1,67,0,0,dsl,1,1,0,0,0,0,two year,0,bank transfer automatic,36.15,2434.45,1.2
3886-certz,Sí,female,0,1,0,72,1,1,fiber optic,0,1,1,1,1,1,one year,1,electronic check,109.25,8109.8,3.64
3887-pbqao,No,female,0,1,1,45,1,1,no,0,0,0,0,0,0,one year,1,credit card automatic,25.9,1216.6,0.86
3889-vwbid,No,male,0,1,1,68,1,0,dsl,1,1,0,1,1,1,two year,0,bank transfer automatic,82.85,5776.45,2.76
3890-rtcms,No,male,0,0,0,16,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,49.45,799.0,1.65
3891-nlxjb,No,male,0,0,0,37,0,0,dsl,1,1,0,1,0,0,two year,1,mailed check,40.55,1390.85,1.35
3891-puqod,Sí,female,0,0,1,1,1,0,dsl,0,0,1,0,0,1,month-to-month,0,electronic check,59.2,59.2,1.97
3892-nxazg,No,male,0,1,1,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,credit card automatic,114.05,8289.2,3.8
3893-jrnfs,No,male,0,0,0,68,0,0,dsl,0,0,1,0,0,1,month-to-month,1,bank transfer automatic,39.9,2796.35,1.33
3896-rcyye,No,female,0,0,0,67,0,0,dsl,0,0,1,1,1,1,month-to-month,1,credit card automatic,53.4,3579.15,1.78
3896-zvnet,No,female,0,1,1,24,1,1,no,0,0,0,0,0,0,two year,0,mailed check,24.7,571.75,0.82
3898-bsjyf,No,female,0,0,1,10,1,1,dsl,1,0,1,1,0,1,one year,0,credit card automatic,73.55,693.3,2.45
3898-guyts,No,female,1,0,0,45,1,1,fiber optic,1,1,0,1,1,0,month-to-month,1,electronic check,97.05,4385.05,3.24
3900-aqphz,Sí,female,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.9,19.9,0.66
3902-foigh,Sí,male,1,1,0,12,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,101.35,1218.55,3.38
3902-mivle,No,male,0,1,1,63,1,1,dsl,1,0,1,1,0,1,two year,0,mailed check,75.7,4676.7,2.52
3904-ukfre,No,male,0,0,0,4,1,1,fiber optic,1,0,0,0,0,0,month-to-month,1,electronic check,80.1,336.15,2.67
3908-blsyf,Sí,female,0,0,0,6,1,0,fiber optic,0,0,1,0,0,1,month-to-month,0,electronic check,83.9,497.55,2.8
3908-mkimj,No,male,1,1,0,68,0,0,dsl,1,1,1,0,0,0,two year,1,electronic check,41.95,2965.75,1.4
3910-mrqoy,No,female,0,1,0,72,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,19.4,1496.45,0.65
3911-rsnhi,No,female,0,1,0,71,0,0,dsl,0,1,1,1,1,1,two year,1,credit card automatic,61.4,4310.35,2.05
3913-fcuuw,No,female,0,1,1,72,1,1,dsl,1,1,1,1,0,0,two year,1,bank transfer automatic,70.45,5165.7,2.35
3913-rdsjz,No,female,0,1,0,64,1,1,no,0,0,0,0,0,0,two year,0,mailed check,25.55,1714.95,0.85
3914-fdrhp,No,male,0,0,0,9,1,0,fiber optic,0,0,0,1,1,0,month-to-month,0,electronic check,86.25,770.5,2.88
3915-odiyg,No,male,1,0,0,60,1,1,dsl,1,1,0,0,0,1,one year,1,electronic check,71.75,4374.55,2.39
3916-nrpap,No,male,0,0,0,3,1,0,fiber optic,0,0,1,0,0,1,month-to-month,0,credit card automatic,85.7,256.75,2.86
3920-hihmq,No,female,0,0,1,26,1,1,dsl,0,0,0,0,0,0,month-to-month,1,mailed check,49.5,1265.65,1.65
3923-csihk,Sí,female,1,1,0,50,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,71.05,3444.85,2.37
3926-cuqzx,Sí,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,45.1,45.1,1.5
3926-yzvvx,No,female,0,0,0,41,1,0,dsl,0,0,0,1,0,0,one year,0,bank transfer automatic,50.05,2029.05,1.67
3927-nlnry,Sí,male,0,1,0,53,1,0,fiber optic,0,1,0,0,1,1,one year,1,bank transfer automatic,94.25,4867.95,3.14
3930-zgwve,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.75,19.75,0.66
3932-cmdtd,Sí,female,0,0,0,4,1,0,fiber optic,0,1,1,1,1,1,one year,1,electronic check,105.65,443.9,3.52
3932-ijwdz,No,male,0,0,0,45,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,bank transfer automatic,103.65,4747.85,3.46
3933-dqpwx,No,female,0,0,0,50,0,0,dsl,0,1,1,1,0,0,two year,0,credit card automatic,39.7,1932.75,1.32
3934-hxcfz,Sí,male,0,1,0,23,1,1,fiber optic,1,1,1,0,1,0,month-to-month,1,electronic check,99.25,2186.4,3.31
3935-tbrzz,No,male,0,1,1,44,1,1,no,0,0,0,0,0,0,one year,0,mailed check,25.7,1110.5,0.86
3936-qqfll,No,male,0,0,0,2,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,19.75,39.3,0.66
3938-yfpxd,No,male,0,0,0,72,1,1,dsl,1,0,1,1,1,1,two year,0,credit card automatic,84.3,5997.1,2.81
3941-xtskm,No,male,0,1,1,42,0,0,dsl,0,1,1,0,0,1,one year,1,credit card automatic,45.1,2049.05,1.5
3943-kdree,Sí,female,0,0,0,26,1,1,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,74.95,1834.95,2.5
3945-gfwql,Sí,female,0,0,1,12,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.55,480.6,1.48
3946-jewrq,No,male,0,1,0,47,1,1,fiber optic,0,0,0,0,1,1,one year,1,credit card automatic,95.2,4563.0,3.17
3946-mhczw,Sí,male,0,0,0,1,1,0,dsl,0,0,1,0,0,0,month-to-month,0,mailed check,50.9,50.9,1.7
3948-fvvrp,No,male,0,1,1,9,1,0,dsl,0,1,0,1,0,0,month-to-month,0,mailed check,54.8,452.8,1.83
3948-kxduf,No,male,0,0,0,66,1,1,dsl,1,1,1,1,0,0,two year,0,bank transfer automatic,68.75,4447.55,2.29
3948-xhgna,Sí,male,0,0,0,24,1,0,dsl,1,0,0,0,0,0,month-to-month,1,bank transfer automatic,49.55,1210.4,1.65
3950-vpyjb,No,male,0,1,1,57,1,0,dsl,1,1,0,1,0,0,one year,0,mailed check,59.6,3509.4,1.99
3951-njcvi,No,female,1,1,0,42,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,95.05,3944.5,3.17
3955-jbzzm,No,male,0,0,0,20,1,0,fiber optic,0,0,0,0,1,0,month-to-month,0,electronic check,78.8,1641.3,2.63
3956-cjust,No,female,1,0,0,23,1,0,fiber optic,1,0,0,0,0,0,month-to-month,1,bank transfer automatic,75.4,1643.55,2.51
3956-mgxog,No,female,0,0,0,28,1,0,fiber optic,0,0,0,0,0,1,month-to-month,1,electronic check,80.6,2244.95,2.69
3957-hhlmr,No,female,0,1,1,70,1,1,dsl,1,0,0,0,0,1,one year,0,bank transfer automatic,65.2,4543.15,2.17
3957-lxolk,Sí,female,1,0,0,28,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,106.15,3152.5,3.54
3957-sqxml,No,female,0,1,1,34,1,1,no,0,0,0,0,0,0,two year,0,credit card automatic,24.95,894.3,0.83
3961-sxaxy,No,male,0,0,0,1,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,44.05,44.05,1.47
3963-ryfns,No,female,0,0,0,72,1,1,fiber optic,1,1,1,1,1,1,two year,1,bank transfer automatic,116.45,8013.55,3.88
3966-hrmza,No,female,1,0,0,3,1,0,fiber optic,0,0,1,0,0,0,month-to-month,0,mailed check,75.05,202.9,2.5
3967-kxaps,No,male,0,1,0,72,1,1,dsl,1,1,1,1,1,1,two year,0,credit card automatic,92.3,6719.9,3.08
3967-vqogc,No,female,0,1,1,67,1,1,no,0,0,0,0,0,0,two year,1,mailed check,24.9,1680.25,0.83
3969-gyxel,No,female,0,0,0,11,1,0,fiber optic,1,0,0,0,0,0,month-to-month,0,electronic check,76.4,838.7,2.55
3969-jqabi,No,female,0,1,0,58,1,0,dsl,1,1,0,0,1,0,month-to-month,1,credit card automatic,65.25,3791.6,2.17
3970-xgjdu,No,female,0,0,0,62,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,19.2,1123.65,0.64
3973-skmln,No,male,0,0,0,71,1,0,no,0,0,0,0,0,0,two year,1,credit card automatic,19.9,1355.1,0.66
3976-bwuck,Sí,female,0,1,0,30,1,1,fiber optic,0,1,0,1,1,0,month-to-month,1,credit card automatic,94.1,2804.45,3.14
3976-hxhce,No,male,0,0,0,72,1,0,no,0,0,0,0,0,0,two year,0,bank transfer automatic,19.3,1414.8,0.64
3976-nldez,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.6,20.6,0.69
3977-qcrsl,No,female,0,0,0,5,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.15,117.95,0.67
3978-ynkdd,No,male,0,0,1,19,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,20.85,467.5,0.7
3981-qsvqi,No,male,0,0,0,8,1,0,no,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,19.7,168.9,0.66
3982-dqlus,No,male,1,1,1,65,1,1,fiber optic,1,1,0,0,0,0,month-to-month,1,electronic check,85.75,5688.45,2.86
3982-jgsfd,No,male,0,0,0,36,1,0,no,0,0,0,0,0,0,one year,1,credit card automatic,20.35,695.85,0.68
3982-xwfzq,Sí,female,0,1,0,42,1,1,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,50.25,2203.65,1.68
3985-hoypm,No,male,0,0,0,26,1,0,no,0,0,0,0,0,0,one year,0,mailed check,19.4,525.55,0.65
3987-kqddu,No,male,0,0,0,9,1,0,fiber optic,1,0,0,0,0,0,month-to-month,0,electronic check,75.6,661.55,2.52
3988-rqixo,Sí,female,1,0,0,1,1,0,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,91.3,91.3,3.04
3990-qykbe,Sí,male,1,1,0,37,1,1,fiber optic,0,0,0,0,1,1,month-to-month,1,electronic check,92.5,3473.4,3.08
3992-ywpko,Sí,female,0,0,0,6,1,1,fiber optic,0,1,1,1,1,1,month-to-month,1,credit card automatic,109.9,669.45,3.66
3995-rwmuh,No,male,0,0,0,7,1,0,dsl,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,44.65,322.5,1.49
3995-wfcsm,No,female,0,0,0,2,1,0,dsl,0,0,1,0,0,1,month-to-month,0,electronic check,60.85,111.4,2.03
3996-znwyk,No,male,1,1,1,71,1,0,no,0,0,0,0,0,0,two year,0,credit card automatic,19.8,1388.45,0.66
3999-qgrjh,Sí,male,1,0,0,8,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,electronic check,69.7,560.85,2.32
3999-wrngr,No,female,0,1,1,60,0,0,dsl,0,1,0,0,1,1,month-to-month,1,electronic check,49.75,3069.45,1.66
4000-vgmqp,No,male,0,1,1,38,1,1,dsl,0,1,1,0,1,1,one year,0,credit card automatic,78.95,2862.55,2.63
4001-tsbtv,No,female,0,1,1,58,1,0,fiber optic,0,1,1,0,1,0,month-to-month,1,electronic check,91.55,5511.65,3.05
4002-bqwpq,No,male,0,0,0,25,1,1,dsl,1,1,1,1,0,1,month-to-month,0,bank transfer automatic,81.75,2028.8,2.72
4003-fushp,No,male,0,0,0,19,1,0,dsl,0,0,0,1,1,0,month-to-month,1,credit card automatic,61.55,1093.2,2.05
4003-octmp,No,female,0,1,0,31,1,0,dsl,1,0,0,1,0,1,one year,1,electronic check,64.0,1910.75,2.13
4006-hkyho,No,male,0,0,0,63,1,0,dsl,1,1,1,1,1,1,two year,1,bank transfer automatic,86.7,5309.5,2.89
4007-nhvhi,No,female,1,0,0,56,1,1,fiber optic,1,1,0,0,0,1,month-to-month,1,electronic check,96.85,5219.65,3.23
4009-alqfh,Sí,female,0,0,0,25,1,0,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,99.5,2369.05,3.32
4010-ylmvt,No,female,0,0,0,56,1,1,fiber optic,1,1,0,0,1,1,month-to-month,1,credit card automatic,106.6,5893.95,3.55
4011-arphk,No,male,0,0,0,27,1,0,dsl,1,0,0,0,0,0,month-to-month,0,mailed check,50.35,1411.35,1.68
4012-ycfai,No,male,0,1,0,60,1,0,dsl,1,1,0,1,0,0,two year,1,mailed check,61.35,3766.2,2.04
4012-zthbr,No,female,0,1,1,21,1,0,dsl,0,0,0,0,0,0,month-to-month,1,electronic check,44.95,926.25,1.5
4013-guxnd,No,male,0,0,0,1,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.8,20.8,0.69
4013-tldhq,Sí,male,0,0,0,19,1,0,fiber optic,0,1,1,0,0,0,month-to-month,1,electronic check,78.25,1490.95,2.61
4013-ubxwq,Sí,female,0,0,0,7,1,1,dsl,0,0,0,1,1,1,month-to-month,1,electronic check,74.65,521.1,2.49
4016-bjktz,No,female,0,0,0,25,1,1,fiber optic,0,1,1,1,1,1,two year,0,electronic check,108.9,2809.05,3.63
4018-kjyuy,No,male,0,0,1,22,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,20.15,432.5,0.67
4018-ppndw,No,female,0,1,1,61,1,1,no,0,0,0,0,0,0,two year,1,mailed check,24.1,1551.6,0.8
4020-kiudi,No,male,0,1,1,6,1,0,no,0,0,0,0,0,0,month-to-month,0,credit card automatic,19.85,138.85,0.66
4021-rqsny,Sí,male,1,1,0,29,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,98.5,3004.15,3.28
4023-rtiqm,No,female,1,1,0,31,0,0,dsl,1,1,1,0,0,1,one year,1,credit card automatic,50.4,1580.1,1.68
4024-csnby,No,female,0,1,0,72,1,1,fiber optic,1,1,1,1,0,0,two year,1,bank transfer automatic,94.25,6849.75,3.14
4026-skkhw,No,male,0,0,0,3,1,0,dsl,0,0,0,1,0,0,month-to-month,1,mailed check,50.25,152.3,1.68
4029-hpfvy,No,male,0,0,0,3,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,mailed check,70.3,220.4,2.34
4030-vpzbd,Sí,female,0,0,0,2,0,0,dsl,0,0,0,1,0,0,month-to-month,1,electronic check,30.9,59.05,1.03
4032-rmhci,No,female,0,1,1,41,0,0,dsl,1,0,1,0,0,0,one year,0,credit card automatic,35.4,1412.4,1.18
4039-heunw,Sí,male,1,1,0,36,1,1,fiber optic,0,1,0,0,1,1,month-to-month,1,electronic check,96.5,3436.1,3.22
4039-pimhx,No,male,1,1,0,49,1,0,dsl,0,1,0,0,0,0,two year,0,mailed check,49.8,2398.4,1.66
4043-mkdtv,No,male,0,1,0,71,1,0,fiber optic,0,1,1,1,1,1,two year,1,electronic check,105.25,7291.75,3.51
4047-gguug,No,female,0,0,0,12,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,19.45,227.45,0.65
4049-zpald,No,female,0,1,0,64,1,0,fiber optic,1,0,1,0,1,1,two year,1,bank transfer automatic,99.0,6375.8,3.3
4054-cumia,No,female,0,1,1,18,1,0,no,0,0,0,0,0,0,month-to-month,1,mailed check,20.25,401.95,0.68
4056-qhxhz,No,female,0,1,1,72,1,1,fiber optic,1,0,1,1,1,1,two year,0,mailed check,107.45,7576.7,3.58
4057-fkczk,No,male,0,1,1,58,1,1,fiber optic,0,0,0,0,1,0,two year,0,bank transfer automatic,82.5,4828.05,2.75
4059-iiebk,No,female,0,0,0,7,1,1,fiber optic,0,1,0,0,0,0,month-to-month,1,bank transfer automatic,78.55,522.95,2.62
4060-btpxo,No,female,0,1,0,67,1,1,fiber optic,0,1,1,0,1,1,one year,1,bank transfer automatic,105.7,6816.95,3.52
4060-ldnlu,No,male,0,0,0,7,1,1,fiber optic,0,0,0,0,1,1,month-to-month,0,electronic check,96.2,639.7,3.21
4061-ukjwl,No,male,0,0,0,3,1,0,dsl,0,0,0,0,0,0,month-to-month,0,mailed check,45.45,141.7,1.52
4062-hbmos,No,male,0,0,0,52,1,1,fiber optic,0,1,1,0,1,1,month-to-month,1,electronic check,103.05,5364.8,3.44
4063-eiknq,No,male,0,1,1,11,1,0,no,0,0,0,0,0,0,month-to-month,0,bank transfer automatic,20.95,267.35,0.7
4065-jjava,No,female,0,0,0,1,1,0,dsl,0,1,0,0,0,0,month-to-month,0,electronic check,49.5,49.5,1.65
4067-hlyqi,No,female,0,0,0,33,1,0,fiber optic,0,0,0,0,0,0,month-to-month,1,bank transfer automatic,70.4,2406.1,2.35
4070-okwvh,No,female,0,1,0,52,1,1,fiber optic,0,1,1,0,1,0,month-to-month,0,bank transfer automatic,94.6,5025.8,3.15
4072-ipylt,No,female,0,1,1,36,1,0,dsl,1,0,0,0,0,0,month-to-month,0,credit card automatic,51.05,1815.0,1.7
4074-sjffa,Sí,female,0,0,0,1,1,0,dsl,0,0,0,0,0,1,month-to-month,1,mailed check,54.75,54.75,1.82
4075-jfpgr,No,female,0,1,0,51,1,0,fiber optic,1,1,1,0,1,0,one year,1,electronic check,93.5,4619.55,3.12
4075-wkniu,No,female,0,1,1,0,1,1,dsl,0,1,1,1,1,0,two year,0,mailed check,73.35,880.1999999999999,2.44
4077-cromm,Sí,female,0,1,1,31,1,1,fiber optic,0,0,1,1,1,1,month-to-month,1,electronic check,104.2,3243.45,3.47
4077-hwuyd,No,male,0,1,1,72,1,1,dsl,1,1,1,1,1,1,two year,1,bank transfer automatic,87.55,6463.15,2.92
4078-sayyn,Sí,female,0,0,0,11,1,1,fiber optic,0,0,1,0,1,1,month-to-month,1,electronic check,100.75,1129.75,3.36
4079-ulgfr,No,male,0,0,0,16,1,0,no,0,0,0,0,0,0,month-to-month,0,mailed check,20.0,275.7,0.67
4079-vtglk,No,male,1,1,0,30,1,1,dsl,0,0,1,0,1,1,two year,0,electronic check,74.85,2181.75,2.49
4079-wwqqq,No,male,0,0,0,72,0,0,dsl,1,1,1,1,1,1,two year,1,bank transfer automatic,65.55,4807.45,2.18
4080-iiard,No,female,0,1,0,13,1,1,dsl,1,1,0,1,1,0,month-to-month,1,electronic check,76.2,981.45,2.54
